taz_key,median_rent,no_of_rentals,taz_driving,taz_transit,commuter_count,home_superD,commute_cost_min,commute_cost_median,all_costs,all_index,com_index,rent_index
730.0,2357.0,459,23.0,73.0,2284,15.0,237.0,704.0,3061.0,33.0,40.0,28.0
731.0,2275.0,241,23.0,90.0,1420,15.0,265.0,788.0,3063.0,33.0,45.0,27.0
732.0,2250.0,487,21.0,79.0,1576,15.0,237.0,704.0,2954.0,32.0,40.0,26.0
733.0,2350.0,52,21.0,67.0,2108,15.0,217.0,644.0,2994.0,33.0,37.0,28.0
734.0,1999.0,144,23.0,85.0,2842,15.0,257.0,763.0,2762.0,30.0,44.0,24.0
735.0,2122.5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0
736.0,2280.5,128,22.0,92.0,3028,15.0,263.0,783.0,3063.5,33.0,45.0,27.0
737.0,2534.0,45,17.0,68.0,1725,15.0,198.0,590.0,3124.0,34.0,34.0,30.0
738.0,1873.5,116,20.0,85.0,2113,15.0,242.0,719.0,2592.5,28.0,41.0,22.0
739.0,1850.0,50,18.0,73.0,1637,15.0,212.0,629.0,2479.0,27.0,36.0,22.0
740.0,1902.0,347,15.0,51.0,1266,15.0,160.0,476.0,2378.0,26.0,27.0,22.0
741.0,1695.0,11,13.0,50.0,2388,15.0,148.0,441.0,2136.0,23.0,25.0,20.0
742.0,2045.0,382,15.0,55.0,5707,15.0,167.0,496.0,2541.0,28.0,28.0,24.0
743.0,2273.5,132,16.0,58.0,3158,15.0,177.0,525.0,2798.5,31.0,30.0,27.0
744.0,2435.0,153,18.0,70.0,2373,15.0,207.0,614.0,3049.0,33.0,35.0,29.0
745.0,2495.0,20,20.0,94.0,1731,15.0,257.0,763.0,3258.0,36.0,44.0,29.0
746.0,5950.0,57,26.0,120.0,2790,15.0,330.0,981.0,6931.0,76.0,56.0,70.0
747.0,4400.0,2,24.0,111.0,1186,16.0,305.0,907.0,5307.0,58.0,52.0,52.0
748.0,3325.0,10,24.0,95.0,1456,16.0,278.0,828.0,4153.0,45.0,47.0,39.0
749.0,2295.0,39,24.0,86.0,2438,16.0,263.0,783.0,3078.0,34.0,45.0,27.0
750.0,2300.0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0
751.0,2040.0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0
752.0,2880.0,7,22.0,80.0,147,16.0,243.0,724.0,3604.0,39.0,41.0,34.0
753.0,2040.0,14,27.0,102.0,1502,16.0,305.0,907.0,2947.0,32.0,52.0,24.0
754.0,3800.0,16,27.0,88.0,1124,16.0,282.0,837.0,4637.0,51.0,48.0,45.0
755.0,2850.0,123,23.0,82.0,3671,16.0,252.0,748.0,3598.0,39.0,43.0,34.0
756.0,3650.0,28,21.0,82.0,2371,16.0,242.0,719.0,4369.0,48.0,41.0,43.0
757.0,2900.0,22,21.0,83.0,995,16.0,243.0,724.0,3624.0,40.0,41.0,34.0
758.0,2325.0,83,23.0,73.0,2117,16.0,237.0,704.0,3029.0,33.0,40.0,27.0
759.0,2012.5,60,24.0,70.0,2643,16.0,237.0,704.0,2716.5,30.0,40.0,24.0
760.0,1995.0,304,22.0,59.0,2138,16.0,208.0,619.0,2614.0,29.0,35.0,23.0
761.0,2100.0,133,22.0,60.0,3149,16.0,210.0,624.0,2724.0,30.0,36.0,25.0
762.0,1834.0,131,21.0,62.0,1204,16.0,208.0,619.0,2453.0,27.0,35.0,22.0
763.0,1899.0,314,21.0,54.0,2824,16.0,195.0,580.0,2479.0,27.0,33.0,22.0
764.0,2300.0,17,22.0,64.0,2256,16.0,217.0,644.0,2944.0,32.0,37.0,27.0
765.0,1900.0,18,25.0,74.0,1016,16.0,248.0,738.0,2638.0,29.0,42.0,22.0
766.0,2422.5,2,20.0,71.0,878,16.0,218.0,649.0,3071.5,33.0,37.0,28.0
767.0,2300.0,39,24.0,77.0,3062,16.0,248.0,738.0,3038.0,33.0,42.0,27.0
768.0,2e3,34,25.0,89.0,3347,16.0,273.0,813.0,2813.0,31.0,46.0,24.0
769.0,2395.0,60,24.0,82.0,4416,16.0,257.0,763.0,3158.0,34.0,44.0,28.0
770.0,1900.0,19,25.0,73.0,2254,16.0,247.0,733.0,2633.0,29.0,42.0,22.0
771.0,2100.0,7,24.0,74.0,2483,16.0,243.0,724.0,2824.0,31.0,41.0,25.0
772.0,1875.0,194,24.0,69.0,1821,16.0,235.0,699.0,2574.0,28.0,40.0,22.0
773.0,2334.0,147,26.0,74.0,1973,16.0,253.0,753.0,3087.0,34.0,43.0,27.0
774.0,2e3,65,21.0,57.0,2342,16.0,200.0,595.0,2595.0,28.0,34.0,24.0
775.0,2307.0,121,21.0,58.0,2770,16.0,202.0,600.0,2907.0,32.0,34.0,27.0
776.0,1950.0,207,21.0,61.0,2227,16.0,207.0,614.0,2564.0,28.0,35.0,23.0
777.0,2055.0,286,19.0,53.0,1807,16.0,183.0,545.0,2600.0,28.0,31.0,24.0
778.0,2267.0,926,24.0,58.0,4696,16.0,217.0,644.0,2911.0,32.0,37.0,27.0
779.0,3750.0,12,24.0,87.0,1838,16.0,265.0,788.0,4538.0,49.0,45.0,44.0
780.0,4600.0,5,25.0,76.0,933,16.0,252.0,748.0,5348.0,58.0,43.0,54.0
781.0,2110.0,13,27.0,88.0,1343,16.0,282.0,837.0,2947.0,32.0,48.0,25.0
782.0,1595.0,29,26.0,75.0,2482,16.0,255.0,758.0,2353.0,26.0,43.0,19.0
783.0,2155.0,235,22.0,92.0,1030,16.0,263.0,783.0,2938.0,32.0,45.0,25.0
784.0,2475.0,14,23.0,72.0,1834,16.0,235.0,699.0,3174.0,35.0,40.0,29.0
785.0,1665.0,109,21.0,66.0,2438,16.0,215.0,639.0,2304.0,25.0,36.0,20.0
786.0,2700.0,13,23.0,70.0,1575,16.0,232.0,689.0,3389.0,37.0,39.0,32.0
787.0,2350.0,14,24.0,65.0,2487,16.0,228.0,679.0,3029.0,33.0,39.0,28.0
788.0,2424.0,49,26.0,85.0,1827,16.0,272.0,808.0,3232.0,35.0,46.0,29.0
789.0,2400.0,2,28.0,95.0,1811,16.0,298.0,887.0,3287.0,36.0,51.0,28.0
790.0,3850.0,23,26.0,96.0,2035,16.0,290.0,862.0,4712.0,51.0,49.0,45.0
791.0,2247.5,12,25.0,90.0,1269,16.0,275.0,818.0,3065.5,33.0,47.0,26.0
793.0,2e3,26,26.0,93.0,1663,16.0,285.0,847.0,2847.0,31.0,48.0,24.0
794.0,3200.0,6,24.0,91.0,1128,16.0,272.0,808.0,4008.0,44.0,46.0,38.0
795.0,2550.0,2,23.0,76.0,1203,16.0,242.0,719.0,3269.0,36.0,41.0,30.0
796.0,2697.5,10,24.0,87.0,2545,16.0,265.0,788.0,3485.5,38.0,45.0,32.0
797.0,1780.0,17,28.0,97.0,2338,16.0,302.0,897.0,2677.0,29.0,51.0,21.0
798.0,1989.5,144,26.0,104.0,1379,16.0,303.0,902.0,2891.5,32.0,51.0,23.0
799.0,2179.0,142,23.0,69.0,1977,16.0,230.0,684.0,2863.0,31.0,39.0,26.0
800.0,1780.0,196,24.0,56.0,2098,16.0,213.0,634.0,2414.0,26.0,36.0,21.0
801.0,2085.0,214,23.0,52.0,3759,16.0,202.0,600.0,2685.0,29.0,34.0,25.0
802.0,2450.0,16,25.0,67.0,1730,16.0,237.0,704.0,3154.0,34.0,40.0,29.0
803.0,920.0,11,27.0,84.0,622,16.0,275.0,818.0,1738.0,19.0,47.0,11.0
804.0,4880.0,2,29.0,93.0,859,17.0,300.0,892.0,5772.0,63.0,51.0,57.0
805.0,2350.0,29,29.0,88.0,2220,17.0,292.0,867.0,3217.0,35.0,49.0,28.0
806.0,1695.0,35,25.0,77.0,2730,17.0,253.0,753.0,2448.0,27.0,43.0,20.0
807.0,2100.0,1,21.0,74.0,1359,17.0,228.0,679.0,2779.0,30.0,39.0,25.0
808.0,1200.0,5,21.0,86.0,1044,17.0,248.0,738.0,1938.0,21.0,42.0,14.0
809.0,2162.5,2,22.0,102.0,701,17.0,280.0,833.0,2995.5,33.0,47.0,25.0
810.0,1995.0,30,22.0,91.0,3076,17.0,262.0,778.0,2773.0,30.0,44.0,23.0
811.0,1860.0,141,22.0,87.0,1891,17.0,255.0,758.0,2618.0,29.0,43.0,22.0
812.0,2e3,26,22.0,76.0,1087,17.0,237.0,704.0,2704.0,29.0,40.0,24.0
813.0,1582.5,30,22.0,83.0,880,17.0,248.0,738.0,2320.5,25.0,42.0,19.0
814.0,2400.0,7,21.0,88.0,1064,17.0,252.0,748.0,3148.0,34.0,43.0,28.0
815.0,1662.5,2,20.0,78.0,1486,17.0,230.0,684.0,2346.5,26.0,39.0,20.0
816.0,2e3,15,19.0,80.0,994,17.0,228.0,679.0,2679.0,29.0,39.0,24.0
817.0,1555.0,142,23.0,80.0,2748,17.0,248.0,738.0,2293.0,25.0,42.0,18.0
818.0,2100.0,3,21.0,77.0,1554,17.0,233.0,694.0,2794.0,30.0,40.0,25.0
819.0,1895.0,26,25.0,60.0,1133,17.0,225.0,669.0,2564.0,28.0,38.0,22.0
820.0,1735.0,177,30.0,93.0,4787,17.0,305.0,907.0,2642.0,29.0,52.0,20.0
821.0,1690.0,258,27.0,97.0,1783,17.0,297.0,882.0,2572.0,28.0,50.0,20.0
822.0,2350.0,7,26.0,102.0,826,17.0,300.0,892.0,3242.0,35.0,51.0,28.0
823.0,1600.0,53,22.0,72.0,2366,17.0,230.0,684.0,2284.0,25.0,39.0,19.0
824.0,1750.0,31,22.0,62.0,1861,17.0,213.0,634.0,2384.0,26.0,36.0,21.0
825.0,1435.0,17,19.0,65.0,2087,17.0,203.0,605.0,2040.0,22.0,34.0,17.0
826.0,1595.0,100,21.0,79.0,1702,17.0,237.0,704.0,2299.0,25.0,40.0,19.0
827.0,1771.0,28,20.0,75.0,1270,17.0,225.0,669.0,2440.0,27.0,38.0,21.0
828.0,1995.0,82,18.0,56.0,2158,17.0,183.0,545.0,2540.0,28.0,31.0,23.0
829.0,2079.0,51,16.0,56.0,1112,17.0,173.0,515.0,2594.0,28.0,29.0,24.0
830.0,1442.5,16,19.0,75.0,2066,17.0,220.0,654.0,2096.5,23.0,37.0,17.0
831.0,1462.5,8,9.0,36.0,587,17.0,105.0,312.0,1774.5,19.0,18.0,17.0
832.0,2075.0,11,18.0,70.0,1610,17.0,207.0,614.0,2689.0,29.0,35.0,24.0
833.0,2200.0,3,20.0,78.0,1399,17.0,230.0,684.0,2884.0,31.0,39.0,26.0
834.0,1975.0,11,20.0,73.0,1602,17.0,222.0,659.0,2634.0,29.0,38.0,23.0
835.0,2175.0,74,18.0,61.0,1768,17.0,192.0,570.0,2745.0,30.0,32.0,26.0
836.0,1550.0,18,15.0,53.0,1475,17.0,163.0,486.0,2036.0,22.0,28.0,18.0
837.0,1412.5,52,15.0,48.0,3506,17.0,155.0,461.0,1873.5,20.0,26.0,17.0
838.0,1500.0,59,15.0,55.0,1232,17.0,167.0,496.0,1996.0,22.0,28.0,18.0
839.0,1850.0,106,17.0,53.0,1708,17.0,173.0,515.0,2365.0,26.0,29.0,22.0
840.0,1680.0,95,19.0,60.0,1913,17.0,195.0,580.0,2260.0,25.0,33.0,20.0
841.0,1500.0,58,22.0,63.0,1412,17.0,215.0,639.0,2139.0,23.0,36.0,18.0
842.0,2195.0,19,21.0,67.0,1119,17.0,217.0,644.0,2839.0,31.0,37.0,26.0
843.0,3400.0,7,26.0,83.0,1286,17.0,268.0,798.0,4198.0,46.0,45.0,40.0
844.0,3150.0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0
845.0,2547.5,12,26.0,80.0,2296,17.0,263.0,783.0,3330.5,36.0,45.0,30.0
846.0,1595.0,52,24.0,67.0,1613,17.0,232.0,689.0,2284.0,25.0,39.0,19.0
847.0,1695.0,38,18.0,66.0,786,17.0,200.0,595.0,2290.0,25.0,34.0,20.0
848.0,1695.0,228,19.0,59.0,1595,17.0,193.0,575.0,2270.0,25.0,33.0,20.0
849.0,1800.0,22,21.0,68.0,1180,17.0,218.0,649.0,2449.0,27.0,37.0,21.0
850.0,2850.0,5,21.0,87.0,1234,17.0,250.0,743.0,3593.0,39.0,42.0,34.0
852.0,2575.0,16,20.0,77.0,1884,17.0,228.0,679.0,3254.0,35.0,39.0,30.0
853.0,1800.0,43,19.0,68.0,1783,17.0,208.0,619.0,2419.0,26.0,35.0,21.0
854.0,1675.0,156,18.0,56.0,2026,17.0,183.0,545.0,2220.0,24.0,31.0,20.0
855.0,1475.0,76,16.0,57.0,1501,17.0,175.0,520.0,1995.0,22.0,30.0,17.0
856.0,1400.0,54,18.0,51.0,2891,17.0,175.0,520.0,1920.0,21.0,30.0,16.0
857.0,1600.0,9,10.0,43.0,995,17.0,122.0,362.0,1962.0,21.0,21.0,19.0
858.0,1595.0,83,18.0,68.0,2354,17.0,203.0,605.0,2200.0,24.0,34.0,19.0
859.0,2137.5,4,19.0,79.0,1426,17.0,227.0,674.0,2811.5,31.0,38.0,25.0
860.0,2495.0,36,24.0,85.0,2220,17.0,262.0,778.0,3273.0,36.0,44.0,29.0
861.0,2200.0,10,20.0,78.0,2345,17.0,230.0,684.0,2884.0,31.0,39.0,26.0
862.0,1690.0,10,20.0,68.0,2320,17.0,213.0,634.0,2324.0,25.0,36.0,20.0
863.0,1895.0,27,19.0,53.0,1366,17.0,183.0,545.0,2440.0,27.0,31.0,22.0
864.0,1750.0,251,22.0,78.0,3025,17.0,240.0,714.0,2464.0,27.0,41.0,21.0
865.0,2100.0,16,18.0,67.0,1193,17.0,202.0,600.0,2700.0,29.0,34.0,25.0
866.0,1937.5,14,20.0,96.0,1178,17.0,260.0,773.0,2710.5,30.0,44.0,23.0
867.0,1775.0,78,16.0,53.0,718,17.0,168.0,501.0,2276.0,25.0,29.0,21.0
868.0,1800.0,22,18.0,66.0,1285,17.0,200.0,595.0,2395.0,26.0,34.0,21.0
869.0,1275.0,44,21.0,61.0,1316,17.0,207.0,614.0,1889.0,21.0,35.0,15.0
870.0,1324.5,12,21.0,58.0,1365,17.0,202.0,600.0,1924.5,21.0,34.0,16.0
871.0,1525.0,310,23.0,58.0,2572,17.0,212.0,629.0,2154.0,23.0,36.0,18.0
872.0,1325.0,18,21.0,52.0,3237,17.0,192.0,570.0,1895.0,21.0,32.0,16.0
873.0,1525.0,48,22.0,65.0,1903,17.0,218.0,649.0,2174.0,24.0,37.0,18.0
875.0,1650.0,10,18.0,61.0,989,18.0,192.0,570.0,2220.0,24.0,32.0,19.0
877.0,1535.0,12,20.0,71.0,887,18.0,218.0,649.0,2184.0,24.0,37.0,18.0
878.0,1700.0,71,22.0,72.0,1989,18.0,230.0,684.0,2384.0,26.0,39.0,20.0
879.0,1700.0,22,19.0,71.0,1432,18.0,213.0,634.0,2334.0,25.0,36.0,20.0
880.0,1500.0,18,16.0,69.0,1323,18.0,195.0,580.0,2080.0,23.0,33.0,18.0
881.0,1375.0,50,16.0,66.0,1122,18.0,190.0,565.0,1940.0,21.0,32.0,16.0
882.0,1700.0,28,16.0,63.0,976,18.0,185.0,550.0,2250.0,25.0,31.0,20.0
883.0,2922.5,4,19.0,86.0,758,18.0,238.0,709.0,3631.5,40.0,40.0,34.0
884.0,2535.0,19,22.0,108.0,1218,18.0,290.0,862.0,3397.0,37.0,49.0,30.0
885.0,2399.0,57,23.0,86.0,2110,18.0,258.0,768.0,3167.0,35.0,44.0,28.0
886.0,2400.0,196,21.0,76.0,1626,18.0,232.0,689.0,3089.0,34.0,39.0,28.0
887.0,1200.0,14,19.0,67.0,835,18.0,207.0,614.0,1814.0,20.0,35.0,14.0
888.0,1395.0,57,19.0,71.0,1452,18.0,213.0,634.0,2029.0,22.0,36.0,16.0
889.0,1600.0,41,17.0,56.0,1074,18.0,178.0,530.0,2130.0,23.0,30.0,19.0
890.0,1200.0,135,19.0,62.0,1491,18.0,198.0,590.0,1790.0,20.0,34.0,14.0
891.0,1e3,17,19.0,65.0,1759,18.0,203.0,605.0,1605.0,18.0,34.0,12.0
892.0,1450.0,23,21.0,68.0,1304,18.0,218.0,649.0,2099.0,23.0,37.0,17.0
893.0,1e3,51,21.0,62.0,1017,18.0,208.0,619.0,1619.0,18.0,35.0,12.0
894.0,850.0,6,20.0,56.0,1493,18.0,193.0,575.0,1425.0,16.0,33.0,10.0
895.0,1795.0,31,19.0,49.0,2255,18.0,177.0,525.0,2320.0,25.0,30.0,21.0
896.0,1850.0,23,17.0,49.0,774,18.0,167.0,496.0,2346.0,26.0,28.0,22.0
897.0,1800.0,21,18.0,49.0,1021,18.0,172.0,510.0,2310.0,25.0,29.0,21.0
898.0,1200.0,49,16.0,49.0,1268,18.0,162.0,481.0,1681.0,18.0,27.0,14.0
899.0,1275.0,114,17.0,58.0,2671,18.0,182.0,540.0,1815.0,20.0,31.0,15.0
900.0,1800.0,65,19.0,63.0,2030,18.0,200.0,595.0,2395.0,26.0,34.0,21.0
901.0,1500.0,37,18.0,56.0,1298,18.0,183.0,545.0,2045.0,22.0,31.0,18.0
902.0,3100.0,6,15.0,51.0,752,18.0,160.0,476.0,3576.0,39.0,27.0,36.0
903.0,1950.0,19,19.0,61.0,1477,18.0,197.0,585.0,2535.0,28.0,33.0,23.0
904.0,1400.0,61,17.0,57.0,2167,18.0,180.0,535.0,1935.0,21.0,31.0,16.0
905.0,1400.0,63,18.0,53.0,2875,18.0,178.0,530.0,1930.0,21.0,30.0,16.0
906.0,1595.0,57,17.0,56.0,2245,18.0,178.0,530.0,2125.0,23.0,30.0,19.0
907.0,1850.0,49,18.0,55.0,910,18.0,182.0,540.0,2390.0,26.0,31.0,22.0
908.0,1795.0,37,19.0,59.0,1360,18.0,193.0,575.0,2370.0,26.0,33.0,21.0
909.0,1950.0,35,18.0,50.0,1208,18.0,173.0,515.0,2465.0,27.0,29.0,23.0
910.0,2125.0,90,20.0,62.0,1988,18.0,203.0,605.0,2730.0,30.0,34.0,25.0
911.0,4200.0,24,19.0,63.0,732,18.0,200.0,595.0,4795.0,52.0,34.0,49.0
912.0,2500.0,43,24.0,102.0,1593,18.0,290.0,862.0,3362.0,37.0,49.0,29.0
913.0,5400.0,66,24.0,77.0,2148,18.0,248.0,738.0,6138.0,67.0,42.0,64.0
914.0,2995.0,170,23.0,77.0,1997,18.0,243.0,724.0,3719.0,41.0,41.0,35.0
915.0,3e3,32,22.0,58.0,1080,18.0,207.0,614.0,3614.0,39.0,35.0,35.0
916.0,4100.0,30,26.0,78.0,1069,18.0,260.0,773.0,4873.0,53.0,44.0,48.0
917.0,4500.0,46,19.0,51.0,1558,18.0,180.0,535.0,5035.0,55.0,31.0,53.0
918.0,5095.0,43,21.0,60.0,1790,18.0,205.0,610.0,5705.0,62.0,35.0,60.0
919.0,3525.0,6,19.0,54.0,479,18.0,185.0,550.0,4075.0,44.0,31.0,41.0
920.0,2790.0,24,19.0,58.0,549,18.0,192.0,570.0,3360.0,37.0,32.0,33.0
921.0,1450.0,14,16.0,37.0,875,18.0,142.0,421.0,1871.0,20.0,24.0,17.0
922.0,2450.0,73,17.0,42.0,1559,18.0,155.0,461.0,2911.0,32.0,26.0,29.0
923.0,1375.0,65,17.0,45.0,2942,18.0,160.0,476.0,1851.0,20.0,27.0,16.0
924.0,1400.0,43,17.0,48.0,1847,18.0,165.0,491.0,1891.0,21.0,28.0,16.0
925.0,975.0,25,19.0,46.0,2111,18.0,172.0,510.0,1485.0,16.0,29.0,11.0
926.0,2450.0,30,16.0,38.0,1306,18.0,143.0,426.0,2876.0,31.0,24.0,29.0
927.0,1350.0,18,15.0,41.0,1290,18.0,143.0,426.0,1776.0,19.0,24.0,16.0
928.0,950.0,148,13.0,36.0,1286,18.0,125.0,372.0,1322.0,14.0,21.0,11.0
929.0,1348.0,36,12.0,31.0,1019,18.0,112.0,332.0,1680.0,18.0,19.0,16.0
930.0,2075.0,14,9.0,29.0,534,18.0,93.0,278.0,2353.0,26.0,16.0,24.0
931.0,1400.0,85,12.0,29.0,988,18.0,108.0,322.0,1722.0,19.0,18.0,16.0
932.0,1348.0,16,11.0,26.0,1581,18.0,98.0,292.0,1640.0,18.0,17.0,16.0
933.0,1400.0,81,14.0,33.0,2282,18.0,125.0,372.0,1772.0,19.0,21.0,16.0
934.0,1397.5,162,16.0,37.0,2623,18.0,142.0,421.0,1818.5,20.0,24.0,16.0
935.0,1350.0,110,15.0,33.0,1335,18.0,130.0,387.0,1737.0,19.0,22.0,16.0
936.0,1945.0,22,14.0,32.0,1222,18.0,123.0,367.0,2312.0,25.0,21.0,23.0
937.0,2275.0,49,16.0,43.0,1192,18.0,152.0,451.0,2726.0,30.0,26.0,27.0
938.0,3e3,25,20.0,50.0,1377,18.0,183.0,545.0,3545.0,39.0,31.0,35.0
939.0,2e3,100,18.0,44.0,1381,18.0,163.0,486.0,2486.0,27.0,28.0,24.0
940.0,1950.0,81,18.0,46.0,1465,18.0,167.0,496.0,2446.0,27.0,28.0,23.0
941.0,1695.0,130,17.0,46.0,1887,18.0,162.0,481.0,2176.0,24.0,27.0,20.0
942.0,1795.0,107,17.0,43.0,1576,18.0,157.0,466.0,2261.0,25.0,27.0,21.0
943.0,1750.0,114,17.0,46.0,1824,18.0,162.0,481.0,2231.0,24.0,27.0,21.0
944.0,1590.0,83,19.0,38.0,2019,18.0,158.0,471.0,2061.0,22.0,27.0,19.0
945.0,1995.0,149,20.0,39.0,1481,18.0,165.0,491.0,2486.0,27.0,28.0,23.0
946.0,2840.0,77,16.0,37.0,1165,18.0,142.0,421.0,3261.0,36.0,24.0,33.0
947.0,2200.0,34,15.0,35.0,1354,18.0,133.0,396.0,2596.0,28.0,23.0,26.0
948.0,1750.0,13,22.0,66.0,1354,18.0,220.0,654.0,2404.0,26.0,37.0,21.0
949.0,3600.0,20,20.0,54.0,1042,18.0,190.0,565.0,4165.0,45.0,32.0,42.0
950.0,2e3,19,22.0,67.0,1439,18.0,222.0,659.0,2659.0,29.0,38.0,24.0
951.0,2032.0,53,26.0,71.0,2161,18.0,248.0,738.0,2770.0,30.0,42.0,24.0
952.0,2700.0,7,28.0,84.0,2138,18.0,280.0,833.0,3533.0,39.0,47.0,32.0
953.0,3500.0,10,29.0,81.0,2415,18.0,280.0,833.0,4333.0,47.0,47.0,41.0
954.0,1795.0,65,25.0,73.0,1353,18.0,247.0,733.0,2528.0,28.0,42.0,21.0
955.0,1895.0,31,21.0,62.0,926,18.0,208.0,619.0,2514.0,27.0,35.0,22.0
956.0,1795.0,73,24.0,65.0,1571,18.0,228.0,679.0,2474.0,27.0,39.0,21.0
957.0,2350.0,57,26.0,69.0,1016,18.0,245.0,728.0,3078.0,34.0,42.0,28.0
958.0,2012.5,44,27.0,70.0,1055,18.0,252.0,748.0,2760.5,30.0,43.0,24.0
959.0,2e3,150,23.0,65.0,1884,18.0,223.0,664.0,2664.0,29.0,38.0,24.0
960.0,1947.5,18,22.0,64.0,2006,18.0,217.0,644.0,2591.5,28.0,37.0,23.0
961.0,7200.0,25,21.0,61.0,1431,18.0,207.0,614.0,7814.0,85.0,35.0,85.0
962.0,1725.0,95,23.0,58.0,1739,18.0,212.0,629.0,2354.0,26.0,36.0,20.0
963.0,1625.0,65,25.0,71.0,1916,18.0,243.0,724.0,2349.0,26.0,41.0,19.0
965.0,2537.5,8,18.0,34.0,290,18.0,147.0,436.0,2973.5,32.0,25.0,30.0
966.0,2700.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0
967.0,2842.5,38,15.0,31.0,158,18.0,127.0,377.0,3219.5,35.0,21.0,33.0
968.0,2400.0,33,16.0,27.0,1066,18.0,125.0,372.0,2772.0,30.0,21.0,28.0
969.0,2473.5,38,14.0,27.0,579,18.0,115.0,342.0,2815.5,31.0,19.0,29.0
970.0,2375.0,170,13.0,31.0,750,18.0,117.0,347.0,2722.0,30.0,20.0,28.0
